10 1 -1.3119
10 2 -1.66456
10 3 -1.88722
10 4 -1.99236
10 5 -1.97287
20 1 -1.45453
20 2 -1.91229
20 3 -2.17568
20 4 -2.24558
20 5 -2.12115
30 1 -1.46573
30 2 -1.93171
30 3 -2.19812
30 4 -2.26504
30 5 -2.13239
