method,h,t,y1,y2,y3
Explicit Euler,0.0001,95,-inf,-nan,inf
Explicit Euler,0.0001,96,-inf,-nan,inf
Explicit Euler,0.0001,97,-inf,-nan,inf
Explicit Euler,0.0001,98,-inf,-nan,inf
Explicit Euler,0.0001,99,-inf,-nan,inf
Explicit Euler,0.0001,100,-inf,-nan,inf
Explicit Euler,0.0001,101,-inf,-nan,inf
Explicit Euler,0.0001,102,-inf,-nan,inf
Explicit Euler,0.0001,103,-inf,-nan,inf
Explicit Euler,0.0001,104,-inf,-nan,inf
Explicit Euler,0.0001,105,-inf,-nan,inf
Explicit Euler,0.0001,106,-inf,-nan,inf
Explicit Euler,0.0001,107,-inf,-nan,inf
Explicit Euler,0.0001,108,-inf,-nan,inf
Explicit Euler,0.0001,109,-inf,-nan,inf
Explicit Euler,0.0001,110,-inf,-nan,inf
Explicit Euler,0.0001,111,-inf,-nan,inf
Explicit Euler,0.0001,112,-inf,-nan,inf
Explicit Euler,0.0001,113,-inf,-nan,inf
Explicit Euler,0.0001,114,-inf,-nan,inf
Explicit Euler,0.0001,115,-inf,-nan,inf
Explicit Euler,0.0001,116,-inf,-nan,inf
Explicit Euler,0.0001,117,-inf,-nan,inf
Explicit Euler,0.0001,118,-inf,-nan,inf
Explicit Euler,0.0001,119,-inf,-nan,inf
Explicit Euler,0.0001,120,-inf,-nan,inf
Explicit Euler,0.0001,121,-inf,-nan,inf
Explicit Euler,0.0001,122,-inf,-nan,inf
Explicit Euler,0.0001,123,-inf,-nan,inf
Explicit Euler,0.0001,124,-inf,-nan,inf
Explicit Euler,0.0001,125,-inf,-nan,inf
Explicit Euler,0.0001,126,-inf,-nan,inf
Explicit Euler,0.0001,127,-inf,-nan,inf
Explicit Euler,0.0001,128,-inf,-nan,inf
Explicit Euler,0.0001,129,-inf,-nan,inf
Explicit Euler,0.0001,130,-inf,-nan,inf
Explicit Euler,0.0001,131,-inf,-nan,inf
Explicit Euler,0.0001,132,-inf,-nan,inf
Explicit Euler,0.0001,133,-inf,-nan,inf
Explicit Euler,0.0001,134,-inf,-nan,inf
Explicit Euler,0.0001,135,-inf,-nan,inf
Explicit Euler,0.0001,136,-inf,-nan,inf
Explicit Euler,0.0001,137,-inf,-nan,inf
Explicit Euler,0.0001,138,-inf,-nan,inf
Explicit Euler,0.0001,139,-inf,-nan,inf
Explicit Euler,0.0001,140,-inf,-nan,inf
Explicit Euler,0.0001,141,-inf,-nan,inf
Explicit Euler,0.0001,142,-inf,-nan,inf
Explicit Euler,0.0001,143,-inf,-nan,inf
Explicit Euler,0.0001,144,-inf,-nan,inf
Explicit Euler,0.0001,145,-inf,-nan,inf
Explicit Euler,0.0001,146,-inf,-nan,inf
Explicit Euler,0.0001,147,-inf,-nan,inf
Explicit Euler,0.0001,148,-inf,-nan,inf
Explicit Euler,0.0001,149,-inf,-nan,inf
Explicit Euler,0.0001,150,-inf,-nan,inf
Explicit Euler,0.0001,151,-inf,-nan,inf
Explicit Euler,0.0001,152,-inf,-nan,inf
Explicit Euler,0.0001,153,-inf,-nan,inf
Explicit Euler,0.0001,154,-inf,-nan,inf
Explicit Euler,0.0001,155,-inf,-nan,inf
Explicit Euler,0.0001,156,-inf,-nan,inf
Explicit Euler,0.0001,157,-inf,-nan,inf
Explicit Euler,0.0001,158,-inf,-nan,inf
Explicit Euler,0.0001,159,-inf,-nan,inf
Explicit Euler,0.0001,160,-inf,-nan,inf
Explicit Euler,0.0001,161,-inf,-nan,inf
Explicit Euler,0.0001,162,-inf,-nan,inf
Explicit Euler,0.0001,163,-inf,-nan,inf
Explicit Euler,0.0001,164,-inf,-nan,inf
Explicit Euler,0.0001,165,-inf,-nan,inf
Explicit Euler,0.0001,166,-inf,-nan,inf
Explicit Euler,0.0001,167,-inf,-nan,inf
Explicit Euler,0.0001,168,-inf,-nan,inf
Explicit Euler,0.0001,169,-inf,-nan,inf
Explicit Euler,0.0001,170,-inf,-nan,inf
Explicit Euler,0.0001,171,-inf,-nan,inf
Explicit Euler,0.0001,172,-inf,-nan,inf
Explicit Euler,0.0001,173,-inf,-nan,inf
Explicit Euler,0.0001,174,-inf,-nan,inf
Explicit Euler,0.0001,175,-inf,-nan,inf
Explicit Euler,0.0001,176,-inf,-nan,inf
Explicit Euler,0.0001,177,-inf,-nan,inf
Explicit Euler,0.0001,178,-inf,-nan,inf
Explicit Euler,0.0001,179,-inf,-nan,inf
Explicit Euler,0.0001,180,-inf,-nan,inf
Explicit Euler,0.0001,181,-inf,-nan,inf
Explicit Euler,0.0001,182,-inf,-nan,inf
Explicit Euler,0.0001,183,-inf,-nan,inf
Explicit Euler,0.0001,184,-inf,-nan,inf
Explicit Euler,0.0001,185,-inf,-nan,inf
Explicit Euler,0.0001,186,-inf,-nan,inf
Explicit Euler,0.0001,187,-inf,-nan,inf
Explicit Euler,0.0001,188,-inf,-nan,inf
Explicit Euler,0.0001,189,-inf,-nan,inf
Explicit Euler,0.0001,190,-inf,-nan,inf
Explicit Euler,0.0001,191,-inf,-nan,inf
Explicit Euler,0.0001,192,-inf,-nan,inf
Explicit Euler,0.0001,193,-inf,-nan,inf
Explicit Euler,0.0001,194,-inf,-nan,inf
Explicit Euler,0.0001,195,-inf,-nan,inf
Explicit Euler,0.0001,196,-inf,-nan,inf
Explicit Euler,0.0001,197,-inf,-nan,inf
Explicit Euler,0.0001,198,-inf,-nan,inf
Explicit Euler,0.0001,199,-inf,-nan,inf
Explicit Euler,0.0001,200,-inf,-nan,inf
Explicit Euler,0.0001,201,-inf,-nan,inf
Explicit Euler,0.0001,202,-inf,-nan,inf
Explicit Euler,0.0001,203,-inf,-nan,inf
Explicit Euler,0.0001,204,-inf,-nan,inf
Explicit Euler,0.0001,205,-inf,-nan,inf
Explicit Euler,0.0001,206,-inf,-nan,inf
Explicit Euler,0.0001,207,-inf,-nan,inf
Explicit Euler,0.0001,208,-inf,-nan,inf
Explicit Euler,0.0001,209,-inf,-nan,inf
Explicit Euler,0.0001,210,-inf,-nan,inf
Explicit Euler,0.0001,211,-inf,-nan,inf
Explicit Euler,0.0001,212,-inf,-nan,inf
Explicit Euler,0.0001,213,-inf,-nan,inf
Explicit Euler,0.0001,214,-inf,-nan,inf
Explicit Euler,0.0001,215,-inf,-nan,inf
Explicit Euler,0.0001,216,-inf,-nan,inf
Explicit Euler,0.0001,217,-inf,-nan,inf
Explicit Euler,0.0001,218,-inf,-nan,inf
Explicit Euler,0.0001,219,-inf,-nan,inf
Explicit Euler,0.0001,220,-inf,-nan,inf
Explicit Euler,0.0001,221,-inf,-nan,inf
Explicit Euler,0.0001,222,-inf,-nan,inf
Explicit Euler,0.0001,223,-inf,-nan,inf
Explicit Euler,0.0001,224,-inf,-nan,inf
Explicit Euler,0.0001,225,-inf,-nan,inf
Explicit Euler,0.0001,226,-inf,-nan,inf
Explicit Euler,0.0001,227,-inf,-nan,inf
Explicit Euler,0.0001,228,-inf,-nan,inf
Explicit Euler,0.0001,229,-inf,-nan,inf
Explicit Euler,0.0001,230,-inf,-nan,inf
Explicit Euler,0.0001,231,-inf,-nan,inf
Explicit Euler,0.0001,232,-inf,-nan,inf
Explicit Euler,0.0001,233,-inf,-nan,inf
Explicit Euler,0.0001,234,-inf,-nan,inf
Explicit Euler,0.0001,235,-inf,-nan,inf
Explicit Euler,0.0001,236,-inf,-nan,inf
Explicit Euler,0.0001,237,-inf,-nan,inf
Explicit Euler,0.0001,238,-inf,-nan,inf
Explicit Euler,0.0001,239,-inf,-nan,inf
Explicit Euler,0.0001,240,-inf,-nan,inf
Explicit Euler,0.0001,241,-inf,-nan,inf
Explicit Euler,0.0001,242,-inf,-nan,inf
Explicit Euler,0.0001,243,-inf,-nan,inf
Explicit Euler,0.0001,244,-inf,-nan,inf
Explicit Euler,0.0001,245,-inf,-nan,inf
Explicit Euler,0.0001,246,-inf,-nan,inf
Explicit Euler,0.0001,247,-inf,-nan,inf
Explicit Euler,0.0001,248,-inf,-nan,inf
Explicit Euler,0.0001,249,-inf,-nan,inf
Explicit Euler,0.0001,250,-inf,-nan,inf
Explicit Euler,0.0001,251,-inf,-nan,inf
Explicit Euler,0.0001,252,-inf,-nan,inf
Explicit Euler,0.0001,253,-inf,-nan,inf
Explicit Euler,0.0001,254,-inf,-nan,inf
Explicit Euler,0.0001,255,-inf,-nan,inf
Explicit Euler,0.0001,256,-inf,-nan,inf
Explicit Euler,0.0001,257,-inf,-nan,inf
Explicit Euler,0.0001,258,-inf,-nan,inf
Explicit Euler,0.0001,259,-inf,-nan,inf
Explicit Euler,0.0001,260,-inf,-nan,inf
Explicit Euler,0.0001,261,-inf,-nan,inf
Explicit Euler,0.0001,262,-inf,-nan,inf
Explicit Euler,0.0001,263,-inf,-nan,inf
Explicit Euler,0.0001,264,-inf,-nan,inf
Explicit Euler,0.0001,265,-inf,-nan,inf
Explicit Euler,0.0001,266,-inf,-nan,inf
Explicit Euler,0.0001,267,-inf,-nan,inf
Explicit Euler,0.0001,268,-inf,-nan,inf
Explicit Euler,0.0001,269,-inf,-nan,inf
Explicit Euler,0.0001,270,-inf,-nan,inf
Explicit Euler,0.0001,271,-inf,-nan,inf
Explicit Euler,0.0001,272,-inf,-nan,inf
Explicit Euler,0.0001,273,-inf,-nan,inf
Explicit Euler,0.0001,274,-inf,-nan,inf
Explicit Euler,0.0001,275,-inf,-nan,inf
Explicit Euler,0.0001,276,-inf,-nan,inf
Explicit Euler,0.0001,277,-inf,-nan,inf
Explicit Euler,0.0001,278,-inf,-nan,inf
Explicit Euler,0.0001,279,-inf,-nan,inf
Explicit Euler,0.0001,280,-inf,-nan,inf
Explicit Euler,0.0001,281,-inf,-nan,inf
Explicit Euler,0.0001,282,-inf,-nan,inf
Explicit Euler,0.0001,283,-inf,-nan,inf
Explicit Euler,0.0001,284,-inf,-nan,inf
Explicit Euler,0.0001,285,-inf,-nan,inf
Explicit Euler,0.0001,286,-inf,-nan,inf
Explicit Euler,0.0001,287,-inf,-nan,inf
Explicit Euler,0.0001,288,-inf,-nan,inf
Explicit Euler,0.0001,289,-inf,-nan,inf
Explicit Euler,0.0001,290,-inf,-nan,inf
Explicit Euler,0.0001,291,-inf,-nan,inf
Explicit Euler,0.0001,292,-inf,-nan,inf
Explicit Euler,0.0001,293,-inf,-nan,inf
Explicit Euler,0.0001,294,-inf,-nan,inf
Explicit Euler,0.0001,295,-inf,-nan,inf
Explicit Euler,0.0001,296,-inf,-nan,inf
Explicit Euler,0.0001,297,-inf,-nan,inf
Explicit Euler,0.0001,298,-inf,-nan,inf
Explicit Euler,0.0001,299,-inf,-nan,inf
Explicit Euler,0.0001,300,-inf,-nan,inf
Explicit Euler,0.0001,301,-inf,-nan,inf
Explicit Euler,0.0001,302,-inf,-nan,inf
Explicit Euler,0.0001,303,-inf,-nan,inf
Explicit Euler,0.0001,304,-inf,-nan,inf
Explicit Euler,0.0001,305,-inf,-nan,inf
Explicit Euler,0.0001,306,-inf,-nan,inf
Explicit Euler,0.0001,307,-inf,-nan,inf
Explicit Euler,0.0001,308,-inf,-nan,inf
Explicit Euler,0.0001,309,-inf,-nan,inf
Explicit Euler,0.0001,310,-inf,-nan,inf
Explicit Euler,0.0001,311,-inf,-nan,inf
Explicit Euler,0.0001,312,-inf,-nan,inf
Explicit Euler,0.0001,313,-inf,-nan,inf
Explicit Euler,0.0001,314,-inf,-nan,inf
Explicit Euler,0.0001,315,-inf,-nan,inf
Explicit Euler,0.0001,316,-inf,-nan,inf
Explicit Euler,0.0001,317,-inf,-nan,inf
Explicit Euler,0.0001,318,-inf,-nan,inf
Explicit Euler,0.0001,319,-inf,-nan,inf
Explicit Euler,0.0001,320,-inf,-nan,inf
Explicit Euler,0.0001,321,-inf,-nan,inf
Explicit Euler,0.0001,322,-inf,-nan,inf
Explicit Euler,0.0001,323,-inf,-nan,inf
Explicit Euler,0.0001,324,-inf,-nan,inf
Explicit Euler,0.0001,325,-inf,-nan,inf
Explicit Euler,0.0001,326,-inf,-nan,inf
Explicit Euler,0.0001,327,-inf,-nan,inf
Explicit Euler,0.0001,328,-inf,-nan,inf
Explicit Euler,0.0001,329,-inf,-nan,inf
Explicit Euler,0.0001,330,-inf,-nan,inf
Explicit Euler,0.0001,331,-inf,-nan,inf
Explicit Euler,0.0001,332,-inf,-nan,inf
Explicit Euler,0.0001,333,-inf,-nan,inf
Explicit Euler,0.0001,334,-inf,-nan,inf
Explicit Euler,0.0001,335,-inf,-nan,inf
Explicit Euler,0.0001,336,-inf,-nan,inf
Explicit Euler,0.0001,337,-inf,-nan,inf
Explicit Euler,0.0001,338,-inf,-nan,inf
Explicit Euler,0.0001,339,-inf,-nan,inf
Explicit Euler,0.0001,340,-inf,-nan,inf
Explicit Euler,0.0001,341,-inf,-nan,inf
Explicit Euler,0.0001,342,-inf,-nan,inf
Explicit Euler,0.0001,343,-inf,-nan,inf
Explicit Euler,0.0001,344,-inf,-nan,inf
Explicit Euler,0.0001,345,-inf,-nan,inf
Explicit Euler,0.0001,346,-inf,-nan,inf
Explicit Euler,0.0001,347,-inf,-nan,inf
Explicit Euler,0.0001,348,-inf,-nan,inf
Explicit Euler,0.0001,349,-inf,-nan,inf
Explicit Euler,0.0001,350,-inf,-nan,inf
Explicit Euler,0.0001,351,-inf,-nan,inf
Explicit Euler,0.0001,352,-inf,-nan,inf
Explicit Euler,0.0001,353,-inf,-nan,inf
Explicit Euler,0.0001,354,-inf,-nan,inf
Explicit Euler,0.0001,355,-inf,-nan,inf
Explicit Euler,0.0001,356,-inf,-nan,inf
Explicit Euler,0.0001,357,-inf,-nan,inf
Explicit Euler,0.0001,358,-inf,-nan,inf
Explicit Euler,0.0001,359,-inf,-nan,inf
Explicit Euler,0.0001,360,-inf,-nan,inf
Explicit Euler,0.0001,361,-inf,-nan,inf
Explicit Euler,0.0001,362,-inf,-nan,inf
Explicit Euler,0.0001,363,-inf,-nan,inf
Explicit Euler,0.0001,364,-inf,-nan,inf
Explicit Euler,0.0001,365,-inf,-nan,inf
Explicit Euler,0.0001,366,-inf,-nan,inf
Explicit Euler,0.0001,367,-inf,-nan,inf
Explicit Euler,0.0001,368,-inf,-nan,inf
Explicit Euler,0.0001,369,-inf,-nan,inf
Explicit Euler,0.0001,370,-inf,-nan,inf
Explicit Euler,0.0001,371,-inf,-nan,inf
Explicit Euler,0.0001,372,-inf,-nan,inf
Explicit Euler,0.0001,373,-inf,-nan,inf
Explicit Euler,0.0001,374,-inf,-nan,inf
Explicit Euler,0.0001,375,-inf,-nan,inf
Explicit Euler,0.0001,376,-inf,-nan,inf
Explicit Euler,0.0001,377,-inf,-nan,inf
Explicit Euler,0.0001,378,-inf,-nan,inf
Explicit Euler,0.0001,379,-inf,-nan,inf
Explicit Euler,0.0001,380,-inf,-nan,inf
Explicit Euler,0.0001,381,-inf,-nan,inf
Explicit Euler,0.0001,382,-inf,-nan,inf
Explicit Euler,0.0001,383,-inf,-nan,inf
Explicit Euler,0.0001,384,-inf,-nan,inf
Explicit Euler,0.0001,385,-inf,-nan,inf
Explicit Euler,0.0001,386,-inf,-nan,inf
Explicit Euler,0.0001,387,-inf,-nan,inf
Explicit Euler,0.0001,388,-inf,-nan,inf
Explicit Euler,0.0001,389,-inf,-nan,inf
Explicit Euler,0.0001,390,-inf,-nan,inf
Explicit Euler,0.0001,391,-inf,-nan,inf
Explicit Euler,0.0001,392,-inf,-nan,inf
Explicit Euler,0.0001,393,-inf,-nan,inf
Explicit Euler,0.0001,394,-inf,-nan,inf
Explicit Euler,0.0001,395,-inf,-nan,inf
Explicit Euler,0.0001,396,-inf,-nan,inf
Explicit Euler,0.0001,397,-inf,-nan,inf
Explicit Euler,0.0001,398,-inf,-nan,inf
Explicit Euler,0.0001,399,-inf,-nan,inf
Explicit Euler,0.0001,400,-inf,-nan,inf
Explicit Euler,0.0001,401,-inf,-nan,inf
Explicit Euler,0.0001,402,-inf,-nan,inf
Explicit Euler,0.0001,403,-inf,-nan,inf
Explicit Euler,0.0001,404,-inf,-nan,inf
Explicit Euler,0.0001,405,-inf,-nan,inf
Explicit Euler,0.0001,406,-inf,-nan,inf
Explicit Euler,0.0001,407,-inf,-nan,inf
Explicit Euler,0.0001,408,-inf,-nan,inf
Explicit Euler,0.0001,409,-inf,-nan,inf
Explicit Euler,0.0001,410,-inf,-nan,inf
Explicit Euler,0.0001,411,-inf,-nan,inf
Explicit Euler,0.0001,412,-inf,-nan,inf
Explicit Euler,0.0001,413,-inf,-nan,inf
Explicit Euler,0.0001,414,-inf,-nan,inf
Explicit Euler,0.0001,415,-inf,-nan,inf
Explicit Euler,0.0001,416,-inf,-nan,inf
Explicit Euler,0.0001,417,-inf,-nan,inf
Explicit Euler,0.0001,418,-inf,-nan,inf
Explicit Euler,0.0001,419,-inf,-nan,inf
Explicit Euler,0.0001,420,-inf,-nan,inf
Explicit Euler,0.0001,421,-inf,-nan,inf
Explicit Euler,0.0001,422,-inf,-nan,inf
Explicit Euler,0.0001,423,-inf,-nan,inf
Explicit Euler,0.0001,424,-inf,-nan,inf
Explicit Euler,0.0001,425,-inf,-nan,inf
Explicit Euler,0.0001,426,-inf,-nan,inf
Explicit Euler,0.0001,427,-inf,-nan,inf
Explicit Euler,0.0001,428,-inf,-nan,inf
Explicit Euler,0.0001,429,-inf,-nan,inf
Explicit Euler,0.0001,430,-inf,-nan,inf
Explicit Euler,0.0001,431,-inf,-nan,inf
Explicit Euler,0.0001,432,-inf,-nan,inf
Explicit Euler,0.0001,433,-inf,-nan,inf
Explicit Euler,0.0001,434,-inf,-nan,inf
Explicit Euler,0.0001,435,-inf,-nan,inf
Explicit Euler,0.0001,436,-inf,-nan,inf
Explicit Euler,0.0001,437,-inf,-nan,inf
Explicit Euler,0.0001,438,-inf,-nan,inf
Explicit Euler,0.0001,439,-inf,-nan,inf
Explicit Euler,0.0001,440,-inf,-nan,inf
Explicit Euler,0.0001,441,-inf,-nan,inf
Explicit Euler,0.0001,442,-inf,-nan,inf
Explicit Euler,0.0001,443,-inf,-nan,inf
Explicit Euler,0.0001,444,-inf,-nan,inf
Explicit Euler,0.0001,445,-inf,-nan,inf
Explicit Euler,0.0001,446,-inf,-nan,inf
Explicit Euler,0.0001,447,-inf,-nan,inf
Explicit Euler,0.0001,448,-inf,-nan,inf
Explicit Euler,0.0001,449,-inf,-nan,inf
Explicit Euler,0.0001,450,-inf,-nan,inf
Explicit Euler,0.0001,451,-inf,-nan,inf
Explicit Euler,0.0001,452,-inf,-nan,inf
Explicit Euler,0.0001,453,-inf,-nan,inf
Explicit Euler,0.0001,454,-inf,-nan,inf
Explicit Euler,0.0001,455,-inf,-nan,inf
Explicit Euler,0.0001,456,-inf,-nan,inf
Explicit Euler,0.0001,457,-inf,-nan,inf
Explicit Euler,0.0001,458,-inf,-nan,inf
Explicit Euler,0.0001,459,-inf,-nan,inf
Explicit Euler,0.0001,460,-inf,-nan,inf
Explicit Euler,0.0001,461,-inf,-nan,inf
Explicit Euler,0.0001,462,-inf,-nan,inf
Explicit Euler,0.0001,463,-inf,-nan,inf
Explicit Euler,0.0001,464,-inf,-nan,inf
Explicit Euler,0.0001,465,-inf,-nan,inf
Explicit Euler,0.0001,466,-inf,-nan,inf
Explicit Euler,0.0001,467,-inf,-nan,inf
Explicit Euler,0.0001,468,-inf,-nan,inf
Explicit Euler,0.0001,469,-inf,-nan,inf
Explicit Euler,0.0001,470,-inf,-nan,inf
Explicit Euler,0.0001,471,-inf,-nan,inf
Explicit Euler,0.0001,472,-inf,-nan,inf
Explicit Euler,0.0001,473,-inf,-nan,inf
Explicit Euler,0.0001,474,-inf,-nan,inf
Explicit Euler,0.0001,475,-inf,-nan,inf
Explicit Euler,0.0001,476,-inf,-nan,inf
Explicit Euler,0.0001,477,-inf,-nan,inf
Explicit Euler,0.0001,478,-inf,-nan,inf
Explicit Euler,0.0001,479,-inf,-nan,inf
Explicit Euler,0.0001,480,-inf,-nan,inf
Explicit Euler,0.0001,481,-inf,-nan,inf
Explicit Euler,0.0001,482,-inf,-nan,inf
Explicit Euler,0.0001,483,-inf,-nan,inf
Explicit Euler,0.0001,484,-inf,-nan,inf
Explicit Euler,0.0001,485,-inf,-nan,inf
Explicit Euler,0.0001,486,-inf,-nan,inf
Explicit Euler,0.0001,487,-inf,-nan,inf
Explicit Euler,0.0001,488,-inf,-nan,inf
Explicit Euler,0.0001,489,-inf,-nan,inf
Explicit Euler,0.0001,490,-inf,-nan,inf
Explicit Euler,0.0001,491,-inf,-nan,inf
Explicit Euler,0.0001,492,-inf,-nan,inf
Explicit Euler,0.0001,493,-inf,-nan,inf
Explicit Euler,0.0001,494,-inf,-nan,inf
Explicit Euler,0.0001,495,-inf,-nan,inf
Explicit Euler,0.0001,496,-inf,-nan,inf
Explicit Euler,0.0001,497,-inf,-nan,inf
Explicit Euler,0.0001,498,-inf,-nan,inf
Explicit Euler,0.0001,499,-inf,-nan,inf
Explicit Euler,0.0001,500,-inf,-nan,inf
Explicit Euler,0.0001,501,-inf,-nan,inf
Explicit Euler,0.0001,502,-inf,-nan,inf
Explicit Euler,0.0001,503,-inf,-nan,inf
Explicit Euler,0.0001,504,-inf,-nan,inf
Explicit Euler,0.0001,505,-inf,-nan,inf
Explicit Euler,0.0001,506,-inf,-nan,inf
Explicit Euler,0.0001,507,-inf,-nan,inf
Explicit Euler,0.0001,508,-inf,-nan,inf
Explicit Euler,0.0001,509,-inf,-nan,inf
Explicit Euler,0.0001,510,-inf,-nan,inf
Explicit Euler,0.0001,511,-inf,-nan,inf
Explicit Euler,0.0001,512,-inf,-nan,inf
Explicit Euler,0.0001,513,-inf,-nan,inf
Explicit Euler,0.0001,514,-inf,-nan,inf
Explicit Euler,0.0001,515,-inf,-nan,inf
Explicit Euler,0.0001,516,-inf,-nan,inf
Explicit Euler,0.0001,517,-inf,-nan,inf
Explicit Euler,0.0001,518,-inf,-nan,inf
Explicit Euler,0.0001,519,-inf,-nan,inf
Explicit Euler,0.0001,520,-inf,-nan,inf
Explicit Euler,0.0001,521,-inf,-nan,inf
Explicit Euler,0.0001,522,-inf,-nan,inf
Explicit Euler,0.0001,523,-inf,-nan,inf
Explicit Euler,0.0001,524,-inf,-nan,inf
Explicit Euler,0.0001,525,-inf,-nan,inf
Explicit Euler,0.0001,526,-inf,-nan,inf
Explicit Euler,0.0001,527,-inf,-nan,inf
Explicit Euler,0.0001,528,-inf,-nan,inf
Explicit Euler,0.0001,529,-inf,-nan,inf
Explicit Euler,0.0001,530,-inf,-nan,inf
Explicit Euler,0.0001,531,-inf,-nan,inf
Explicit Euler,0.0001,532,-inf,-nan,inf
Explicit Euler,0.0001,533,-inf,-nan,inf
Explicit Euler,0.0001,534,-inf,-nan,inf
Explicit Euler,0.0001,535,-inf,-nan,inf
Explicit Euler,0.0001,536,-inf,-nan,inf
Explicit Euler,0.0001,537,-inf,-nan,inf
Explicit Euler,0.0001,538,-inf,-nan,inf
Explicit Euler,0.0001,539,-inf,-nan,inf
Explicit Euler,0.0001,540,-inf,-nan,inf
Explicit Euler,0.0001,541,-inf,-nan,inf
Explicit Euler,0.0001,542,-inf,-nan,inf
Explicit Euler,0.0001,543,-inf,-nan,inf
Explicit Euler,0.0001,544,-inf,-nan,inf
Explicit Euler,0.0001,545,-inf,-nan,inf
Explicit Euler,0.0001,546,-inf,-nan,inf
Explicit Euler,0.0001,547,-inf,-nan,inf
Explicit Euler,0.0001,548,-inf,-nan,inf
Explicit Euler,0.0001,549,-inf,-nan,inf
Explicit Euler,0.0001,550,-inf,-nan,inf
Explicit Euler,0.0001,551,-inf,-nan,inf
Explicit Euler,0.0001,552,-inf,-nan,inf
Explicit Euler,0.0001,553,-inf,-nan,inf
Explicit Euler,0.0001,554,-inf,-nan,inf
Explicit Euler,0.0001,555,-inf,-nan,inf
Explicit Euler,0.0001,556,-inf,-nan,inf
Explicit Euler,0.0001,557,-inf,-nan,inf
Explicit Euler,0.0001,558,-inf,-nan,inf
Explicit Euler,0.0001,559,-inf,-nan,inf
Explicit Euler,0.0001,560,-inf,-nan,inf
Explicit Euler,0.0001,561,-inf,-nan,inf
Explicit Euler,0.0001,562,-inf,-nan,inf
Explicit Euler,0.0001,563,-inf,-nan,inf
Explicit Euler,0.0001,564,-inf,-nan,inf
Explicit Euler,0.0001,565,-inf,-nan,inf
Explicit Euler,0.0001,566,-inf,-nan,inf
Explicit Euler,0.0001,567,-inf,-nan,inf
Explicit Euler,0.0001,568,-inf,-nan,inf
Explicit Euler,0.0001,569,-inf,-nan,inf
Explicit Euler,0.0001,570,-inf,-nan,inf
Explicit Euler,0.0001,571,-inf,-nan,inf
Explicit Euler,0.0001,572,-inf,-nan,inf
Explicit Euler,0.0001,573,-inf,-nan,inf
Explicit Euler,0.0001,574,-inf,-nan,inf
Explicit Euler,0.0001,575,-inf,-nan,inf
Explicit Euler,0.0001,576,-inf,-nan,inf
Explicit Euler,0.0001,577,-inf,-nan,inf
Explicit Euler,0.0001,578,-inf,-nan,inf
Explicit Euler,0.0001,579,-inf,-nan,inf
Explicit Euler,0.0001,580,-inf,-nan,inf
Explicit Euler,0.0001,581,-inf,-nan,inf
Explicit Euler,0.0001,582,-inf,-nan,inf
Explicit Euler,0.0001,583,-inf,-nan,inf
Explicit Euler,0.0001,584,-inf,-nan,inf
Explicit Euler,0.0001,585,-inf,-nan,inf
Explicit Euler,0.0001,586,-inf,-nan,inf
Explicit Euler,0.0001,587,-inf,-nan,inf
Explicit Euler,0.0001,588,-inf,-nan,inf
Explicit Euler,0.0001,589,-inf,-nan,inf
Explicit Euler,0.0001,590,-inf,-nan,inf
Explicit Euler,0.0001,591,-inf,-nan,inf
Explicit Euler,0.0001,592,-inf,-nan,inf
Explicit Euler,0.0001,593,-inf,-nan,inf
Explicit Euler,0.0001,594,-inf,-nan,inf
Explicit Euler,0.0001,595,-inf,-nan,inf
Explicit Euler,0.0001,596,-inf,-nan,inf
Explicit Euler,0.0001,597,-inf,-nan,inf
Explicit Euler,0.0001,598,-inf,-nan,inf
Explicit Euler,0.0001,599,-inf,-nan,inf
Explicit Euler,0.0001,600,-inf,-nan,inf
Explicit Euler,0.0001,601,-inf,-nan,inf
Explicit Euler,0.0001,602,-inf,-nan,inf
Explicit Euler,0.0001,603,-inf,-nan,inf
Explicit Euler,0.0001,604,-inf,-nan,inf
Explicit Euler,0.0001,605,-inf,-nan,inf
Explicit Euler,0.0001,606,-inf,-nan,inf
Explicit Euler,0.0001,607,-inf,-nan,inf
Explicit Euler,0.0001,608,-inf,-nan,inf
Explicit Euler,0.0001,609,-inf,-nan,inf
Explicit Euler,0.0001,610,-inf,-nan,inf
Explicit Euler,0.0001,611,-inf,-nan,inf
Explicit Euler,0.0001,612,-inf,-nan,inf
Explicit Euler,0.0001,613,-inf,-nan,inf
Explicit Euler,0.0001,614,-inf,-nan,inf
Explicit Euler,0.0001,615,-inf,-nan,inf
Explicit Euler,0.0001,616,-inf,-nan,inf
Explicit Euler,0.0001,617,-inf,-nan,inf
Explicit Euler,0.0001,618,-inf,-nan,inf
Explicit Euler,0.0001,619,-inf,-nan,inf
Explicit Euler,0.0001,620,-inf,-nan,inf
Explicit Euler,0.0001,621,-inf,-nan,inf
Explicit Euler,0.0001,622,-inf,-nan,inf
Explicit Euler,0.0001,623,-inf,-nan,inf
Explicit Euler,0.0001,624,-inf,-nan,inf
Explicit Euler,0.0001,625,-inf,-nan,inf
Explicit Euler,0.0001,626,-inf,-nan,inf
Explicit Euler,0.0001,627,-inf,-nan,inf
Explicit Euler,0.0001,628,-inf,-nan,inf
Explicit Euler,0.0001,629,-inf,-nan,inf
Explicit Euler,0.0001,630,-inf,-nan,inf
Explicit Euler,0.0001,631,-inf,-nan,inf
