method,h,t,y1,y2,y3
Explicit Euler,0.001,1,-inf,-nan,inf
Explicit Euler,0.001,2,-inf,-nan,inf
Explicit Euler,0.001,3,-inf,-nan,inf
Explicit Euler,0.001,4,-inf,-nan,inf
Explicit Euler,0.001,5,-inf,-nan,inf
Explicit Euler,0.001,6,-inf,-nan,inf
Explicit Euler,0.001,7,-inf,-nan,inf
Explicit Euler,0.001,8,-inf,-nan,inf
Explicit Euler,0.001,9,-inf,-nan,inf
Explicit Euler,0.001,10,-inf,-nan,inf
Explicit Euler,0.001,11,-inf,-nan,inf
Explicit Euler,0.001,12,-inf,-nan,inf
Explicit Euler,0.001,13,-inf,-nan,inf
Explicit Euler,0.001,14,-inf,-nan,inf
Explicit Euler,0.001,15,-inf,-nan,inf
Explicit Euler,0.001,16,-inf,-nan,inf
Explicit Euler,0.001,17,-inf,-nan,inf
Explicit Euler,0.001,18,-inf,-nan,inf
Explicit Euler,0.001,19,-inf,-nan,inf
Explicit Euler,0.001,20,-inf,-nan,inf
Explicit Euler,0.001,21,-inf,-nan,inf
Explicit Euler,0.001,22,-inf,-nan,inf
Explicit Euler,0.001,23,-inf,-nan,inf
Explicit Euler,0.001,24,-inf,-nan,inf
Explicit Euler,0.001,25,-inf,-nan,inf
Explicit Euler,0.001,26,-inf,-nan,inf
Explicit Euler,0.001,27,-inf,-nan,inf
Explicit Euler,0.001,28,-inf,-nan,inf
Explicit Euler,0.001,29,-inf,-nan,inf
Explicit Euler,0.001,30,-inf,-nan,inf
Explicit Euler,0.001,31,-inf,-nan,inf
Explicit Euler,0.001,32,-inf,-nan,inf
Explicit Euler,0.001,33,-inf,-nan,inf
Explicit Euler,0.001,34,-inf,-nan,inf
Explicit Euler,0.001,35,-inf,-nan,inf
Explicit Euler,0.001,36,-inf,-nan,inf
Explicit Euler,0.001,37,-inf,-nan,inf
Explicit Euler,0.001,38,-inf,-nan,inf
Explicit Euler,0.001,39,-inf,-nan,inf
Explicit Euler,0.001,40,-inf,-nan,inf
Explicit Euler,0.001,41,-inf,-nan,inf
Explicit Euler,0.001,42,-inf,-nan,inf
Explicit Euler,0.001,43,-inf,-nan,inf
Explicit Euler,0.001,44,-inf,-nan,inf
Explicit Euler,0.001,45,-inf,-nan,inf
Explicit Euler,0.001,46,-inf,-nan,inf
Explicit Euler,0.001,47,-inf,-nan,inf
Explicit Euler,0.001,48,-inf,-nan,inf
Explicit Euler,0.001,49,-inf,-nan,inf
Explicit Euler,0.001,50,-inf,-nan,inf
Explicit Euler,0.001,51,-inf,-nan,inf
Explicit Euler,0.001,52,-inf,-nan,inf
Explicit Euler,0.001,53,-inf,-nan,inf
Explicit Euler,0.001,54,-inf,-nan,inf
Explicit Euler,0.001,55,-inf,-nan,inf
Explicit Euler,0.001,56,-inf,-nan,inf
Explicit Euler,0.001,57,-inf,-nan,inf
Explicit Euler,0.001,58,-inf,-nan,inf
Explicit Euler,0.001,59,-inf,-nan,inf
Explicit Euler,0.001,60,-inf,-nan,inf
Explicit Euler,0.001,61,-inf,-nan,inf
Explicit Euler,0.001,62,-inf,-nan,inf
Explicit Euler,0.001,63,-inf,-nan,inf
Explicit Euler,0.001,64,-inf,-nan,inf
Explicit Euler,0.001,65,-inf,-nan,inf
Explicit Euler,0.001,66,-inf,-nan,inf
Explicit Euler,0.001,67,-inf,-nan,inf
Explicit Euler,0.001,68,-inf,-nan,inf
Explicit Euler,0.001,69,-inf,-nan,inf
Explicit Euler,0.001,70,-inf,-nan,inf
Explicit Euler,0.001,71,-inf,-nan,inf
Explicit Euler,0.001,72,-inf,-nan,inf
Explicit Euler,0.001,73,-inf,-nan,inf
Explicit Euler,0.001,74,-inf,-nan,inf
Explicit Euler,0.001,75,-inf,-nan,inf
Explicit Euler,0.001,76,-inf,-nan,inf
Explicit Euler,0.001,77,-inf,-nan,inf
Explicit Euler,0.001,78,-inf,-nan,inf
Explicit Euler,0.001,79,-inf,-nan,inf
Explicit Euler,0.001,80,-inf,-nan,inf
Explicit Euler,0.001,81,-inf,-nan,inf
Explicit Euler,0.001,82,-inf,-nan,inf
Explicit Euler,0.001,83,-inf,-nan,inf
Explicit Euler,0.001,84,-inf,-nan,inf
Explicit Euler,0.001,85,-inf,-nan,inf
Explicit Euler,0.001,86,-inf,-nan,inf
Explicit Euler,0.001,87,-inf,-nan,inf
Explicit Euler,0.001,88,-inf,-nan,inf
Explicit Euler,0.001,89,-inf,-nan,inf
Explicit Euler,0.001,90,-inf,-nan,inf
Explicit Euler,0.001,91,-inf,-nan,inf
Explicit Euler,0.001,92,-inf,-nan,inf
Explicit Euler,0.001,93,-inf,-nan,inf
Explicit Euler,0.001,94,-inf,-nan,inf
Explicit Euler,0.001,95,-inf,-nan,inf
Explicit Euler,0.001,96,-inf,-nan,inf
Explicit Euler,0.001,97,-inf,-nan,inf
Explicit Euler,0.001,98,-inf,-nan,inf
Explicit Euler,0.001,99,-inf,-nan,inf
Explicit Euler,0.001,100,-inf,-nan,inf
Explicit Euler,0.001,101,-inf,-nan,inf
Explicit Euler,0.001,102,-inf,-nan,inf
Explicit Euler,0.001,103,-inf,-nan,inf
Explicit Euler,0.001,104,-inf,-nan,inf
Explicit Euler,0.001,105,-inf,-nan,inf
Explicit Euler,0.001,106,-inf,-nan,inf
Explicit Euler,0.001,107,-inf,-nan,inf
Explicit Euler,0.001,108,-inf,-nan,inf
Explicit Euler,0.001,109,-inf,-nan,inf
Explicit Euler,0.001,110,-inf,-nan,inf
Explicit Euler,0.001,111,-inf,-nan,inf
Explicit Euler,0.001,112,-inf,-nan,inf
Explicit Euler,0.001,113,-inf,-nan,inf
Explicit Euler,0.001,114,-inf,-nan,inf
Explicit Euler,0.001,115,-inf,-nan,inf
Explicit Euler,0.001,116,-inf,-nan,inf
Explicit Euler,0.001,117,-inf,-nan,inf
Explicit Euler,0.001,118,-inf,-nan,inf
Explicit Euler,0.001,119,-inf,-nan,inf
Explicit Euler,0.001,120,-inf,-nan,inf
Explicit Euler,0.001,121,-inf,-nan,inf
Explicit Euler,0.001,122,-inf,-nan,inf
Explicit Euler,0.001,123,-inf,-nan,inf
Explicit Euler,0.001,124,-inf,-nan,inf
Explicit Euler,0.001,125,-inf,-nan,inf
Explicit Euler,0.001,126,-inf,-nan,inf
Explicit Euler,0.001,127,-inf,-nan,inf
Explicit Euler,0.001,128,-inf,-nan,inf
Explicit Euler,0.001,129,-inf,-nan,inf
Explicit Euler,0.001,130,-inf,-nan,inf
Explicit Euler,0.001,131,-inf,-nan,inf
Explicit Euler,0.001,132,-inf,-nan,inf
Explicit Euler,0.001,133,-inf,-nan,inf
Explicit Euler,0.001,134,-inf,-nan,inf
Explicit Euler,0.001,135,-inf,-nan,inf
Explicit Euler,0.001,136,-inf,-nan,inf
Explicit Euler,0.001,137,-inf,-nan,inf
Explicit Euler,0.001,138,-inf,-nan,inf
Explicit Euler,0.001,139,-inf,-nan,inf
Explicit Euler,0.001,140,-inf,-nan,inf
Explicit Euler,0.001,141,-inf,-nan,inf
Explicit Euler,0.001,142,-inf,-nan,inf
Explicit Euler,0.001,143,-inf,-nan,inf
Explicit Euler,0.001,144,-inf,-nan,inf
Explicit Euler,0.001,145,-inf,-nan,inf
Explicit Euler,0.001,146,-inf,-nan,inf
Explicit Euler,0.001,147,-inf,-nan,inf
Explicit Euler,0.001,148,-inf,-nan,inf
Explicit Euler,0.001,149,-inf,-nan,inf
Explicit Euler,0.001,150,-inf,-nan,inf
Explicit Euler,0.001,151,-inf,-nan,inf
Explicit Euler,0.001,152,-inf,-nan,inf
Explicit Euler,0.001,153,-inf,-nan,inf
Explicit Euler,0.001,154,-inf,-nan,inf
Explicit Euler,0.001,155,-inf,-nan,inf
Explicit Euler,0.001,156,-inf,-nan,inf
Explicit Euler,0.001,157,-inf,-nan,inf
Explicit Euler,0.001,158,-inf,-nan,inf
Explicit Euler,0.001,159,-inf,-nan,inf
Explicit Euler,0.001,160,-inf,-nan,inf
Explicit Euler,0.001,161,-inf,-nan,inf
Explicit Euler,0.001,162,-inf,-nan,inf
Explicit Euler,0.001,163,-inf,-nan,inf
Explicit Euler,0.001,164,-inf,-nan,inf
Explicit Euler,0.001,165,-inf,-nan,inf
Explicit Euler,0.001,166,-inf,-nan,inf
Explicit Euler,0.001,167,-inf,-nan,inf
Explicit Euler,0.001,168,-inf,-nan,inf
Explicit Euler,0.001,169,-inf,-nan,inf
Explicit Euler,0.001,170,-inf,-nan,inf
Explicit Euler,0.001,171,-inf,-nan,inf
Explicit Euler,0.001,172,-inf,-nan,inf
Explicit Euler,0.001,173,-inf,-nan,inf
Explicit Euler,0.001,174,-inf,-nan,inf
Explicit Euler,0.001,175,-inf,-nan,inf
Explicit Euler,0.001,176,-inf,-nan,inf
Explicit Euler,0.001,177,-inf,-nan,inf
Explicit Euler,0.001,178,-inf,-nan,inf
Explicit Euler,0.001,179,-inf,-nan,inf
Explicit Euler,0.001,180,-inf,-nan,inf
Explicit Euler,0.001,181,-inf,-nan,inf
Explicit Euler,0.001,182,-inf,-nan,inf
Explicit Euler,0.001,183,-inf,-nan,inf
Explicit Euler,0.001,184,-inf,-nan,inf
Explicit Euler,0.001,185,-inf,-nan,inf
Explicit Euler,0.001,186,-inf,-nan,inf
Explicit Euler,0.001,187,-inf,-nan,inf
Explicit Euler,0.001,188,-inf,-nan,inf
Explicit Euler,0.001,189,-inf,-nan,inf
Explicit Euler,0.001,190,-inf,-nan,inf
Explicit Euler,0.001,191,-inf,-nan,inf
Explicit Euler,0.001,192,-inf,-nan,inf
Explicit Euler,0.001,193,-inf,-nan,inf
Explicit Euler,0.001,194,-inf,-nan,inf
Explicit Euler,0.001,195,-inf,-nan,inf
Explicit Euler,0.001,196,-inf,-nan,inf
Explicit Euler,0.001,197,-inf,-nan,inf
Explicit Euler,0.001,198,-inf,-nan,inf
Explicit Euler,0.001,199,-inf,-nan,inf
Explicit Euler,0.001,200,-inf,-nan,inf
Explicit Euler,0.001,201,-inf,-nan,inf
Explicit Euler,0.001,202,-inf,-nan,inf
Explicit Euler,0.001,203,-inf,-nan,inf
Explicit Euler,0.001,204,-inf,-nan,inf
Explicit Euler,0.001,205,-inf,-nan,inf
Explicit Euler,0.001,206,-inf,-nan,inf
Explicit Euler,0.001,207,-inf,-nan,inf
Explicit Euler,0.001,208,-inf,-nan,inf
Explicit Euler,0.001,209,-inf,-nan,inf
Explicit Euler,0.001,210,-inf,-nan,inf
Explicit Euler,0.001,211,-inf,-nan,inf
Explicit Euler,0.001,212,-inf,-nan,inf
Explicit Euler,0.001,213,-inf,-nan,inf
Explicit Euler,0.001,214,-inf,-nan,inf
Explicit Euler,0.001,215,-inf,-nan,inf
Explicit Euler,0.001,216,-inf,-nan,inf
Explicit Euler,0.001,217,-inf,-nan,inf
Explicit Euler,0.001,218,-inf,-nan,inf
Explicit Euler,0.001,219,-inf,-nan,inf
Explicit Euler,0.001,220,-inf,-nan,inf
Explicit Euler,0.001,221,-inf,-nan,inf
Explicit Euler,0.001,222,-inf,-nan,inf
Explicit Euler,0.001,223,-inf,-nan,inf
Explicit Euler,0.001,224,-inf,-nan,inf
Explicit Euler,0.001,225,-inf,-nan,inf
Explicit Euler,0.001,226,-inf,-nan,inf
Explicit Euler,0.001,227,-inf,-nan,inf
Explicit Euler,0.001,228,-inf,-nan,inf
Explicit Euler,0.001,229,-inf,-nan,inf
Explicit Euler,0.001,230,-inf,-nan,inf
Explicit Euler,0.001,231,-inf,-nan,inf
Explicit Euler,0.001,232,-inf,-nan,inf
Explicit Euler,0.001,233,-inf,-nan,inf
Explicit Euler,0.001,234,-inf,-nan,inf
Explicit Euler,0.001,235,-inf,-nan,inf
Explicit Euler,0.001,236,-inf,-nan,inf
Explicit Euler,0.001,237,-inf,-nan,inf
Explicit Euler,0.001,238,-inf,-nan,inf
Explicit Euler,0.001,239,-inf,-nan,inf
Explicit Euler,0.001,240,-inf,-nan,inf
Explicit Euler,0.001,241,-inf,-nan,inf
Explicit Euler,0.001,242,-inf,-nan,inf
Explicit Euler,0.001,243,-inf,-nan,inf
Explicit Euler,0.001,244,-inf,-nan,inf
Explicit Euler,0.001,245,-inf,-nan,inf
Explicit Euler,0.001,246,-inf,-nan,inf
Explicit Euler,0.001,247,-inf,-nan,inf
Explicit Euler,0.001,248,-inf,-nan,inf
Explicit Euler,0.001,249,-inf,-nan,inf
Explicit Euler,0.001,250,-inf,-nan,inf
Explicit Euler,0.001,251,-inf,-nan,inf
Explicit Euler,0.001,252,-inf,-nan,inf
Explicit Euler,0.001,253,-inf,-nan,inf
Explicit Euler,0.001,254,-inf,-nan,inf
Explicit Euler,0.001,255,-inf,-nan,inf
Explicit Euler,0.001,256,-inf,-nan,inf
Explicit Euler,0.001,257,-inf,-nan,inf
Explicit Euler,0.001,258,-inf,-nan,inf
Explicit Euler,0.001,259,-inf,-nan,inf
Explicit Euler,0.001,260,-inf,-nan,inf
Explicit Euler,0.001,261,-inf,-nan,inf
Explicit Euler,0.001,262,-inf,-nan,inf
Explicit Euler,0.001,263,-inf,-nan,inf
Explicit Euler,0.001,264,-inf,-nan,inf
Explicit Euler,0.001,265,-inf,-nan,inf
Explicit Euler,0.001,266,-inf,-nan,inf
Explicit Euler,0.001,267,-inf,-nan,inf
Explicit Euler,0.001,268,-inf,-nan,inf
Explicit Euler,0.001,269,-inf,-nan,inf
Explicit Euler,0.001,270,-inf,-nan,inf
Explicit Euler,0.001,271,-inf,-nan,inf
Explicit Euler,0.001,272,-inf,-nan,inf
Explicit Euler,0.001,273,-inf,-nan,inf
Explicit Euler,0.001,274,-inf,-nan,inf
Explicit Euler,0.001,275,-inf,-nan,inf
Explicit Euler,0.001,276,-inf,-nan,inf
Explicit Euler,0.001,277,-inf,-nan,inf
Explicit Euler,0.001,278,-inf,-nan,inf
Explicit Euler,0.001,279,-inf,-nan,inf
Explicit Euler,0.001,280,-inf,-nan,inf
Explicit Euler,0.001,281,-inf,-nan,inf
Explicit Euler,0.001,282,-inf,-nan,inf
Explicit Euler,0.001,283,-inf,-nan,inf
Explicit Euler,0.001,284,-inf,-nan,inf
Explicit Euler,0.001,285,-inf,-nan,inf
Explicit Euler,0.001,286,-inf,-nan,inf
Explicit Euler,0.001,287,-inf,-nan,inf
Explicit Euler,0.001,288,-inf,-nan,inf
Explicit Euler,0.001,289,-inf,-nan,inf
Explicit Euler,0.001,290,-inf,-nan,inf
Explicit Euler,0.001,291,-inf,-nan,inf
Explicit Euler,0.001,292,-inf,-nan,inf
Explicit Euler,0.001,293,-inf,-nan,inf
Explicit Euler,0.001,294,-inf,-nan,inf
Explicit Euler,0.001,295,-inf,-nan,inf
Explicit Euler,0.001,296,-inf,-nan,inf
Explicit Euler,0.001,297,-inf,-nan,inf
Explicit Euler,0.001,298,-inf,-nan,inf
Explicit Euler,0.001,299,-inf,-nan,inf
Explicit Euler,0.001,300,-inf,-nan,inf
Explicit Euler,0.001,301,-inf,-nan,inf
Explicit Euler,0.001,302,-inf,-nan,inf
Explicit Euler,0.001,303,-inf,-nan,inf
Explicit Euler,0.001,304,-inf,-nan,inf
Explicit Euler,0.001,305,-inf,-nan,inf
Explicit Euler,0.001,306,-inf,-nan,inf
Explicit Euler,0.001,307,-inf,-nan,inf
Explicit Euler,0.001,308,-inf,-nan,inf
Explicit Euler,0.001,309,-inf,-nan,inf
Explicit Euler,0.001,310,-inf,-nan,inf
Explicit Euler,0.001,311,-inf,-nan,inf
Explicit Euler,0.001,312,-inf,-nan,inf
Explicit Euler,0.001,313,-inf,-nan,inf
Explicit Euler,0.001,314,-inf,-nan,inf
Explicit Euler,0.001,315,-inf,-nan,inf
Explicit Euler,0.001,316,-inf,-nan,inf
Explicit Euler,0.001,317,-inf,-nan,inf
Explicit Euler,0.001,318,-inf,-nan,inf
Explicit Euler,0.001,319,-inf,-nan,inf
Explicit Euler,0.001,320,-inf,-nan,inf
Explicit Euler,0.001,321,-inf,-nan,inf
Explicit Euler,0.001,322,-inf,-nan,inf
Explicit Euler,0.001,323,-inf,-nan,inf
Explicit Euler,0.001,324,-inf,-nan,inf
Explicit Euler,0.001,325,-inf,-nan,inf
Explicit Euler,0.001,326,-inf,-nan,inf
Explicit Euler,0.001,327,-inf,-nan,inf
Explicit Euler,0.001,328,-inf,-nan,inf
Explicit Euler,0.001,329,-inf,-nan,inf
Explicit Euler,0.001,330,-inf,-nan,inf
Explicit Euler,0.001,331,-inf,-nan,inf
Explicit Euler,0.001,332,-inf,-nan,inf
Explicit Euler,0.001,333,-inf,-nan,inf
Explicit Euler,0.001,334,-inf,-nan,inf
Explicit Euler,0.001,335,-inf,-nan,inf
Explicit Euler,0.001,336,-inf,-nan,inf
Explicit Euler,0.001,337,-inf,-nan,inf
Explicit Euler,0.001,338,-inf,-nan,inf
Explicit Euler,0.001,339,-inf,-nan,inf
Explicit Euler,0.001,340,-inf,-nan,inf
Explicit Euler,0.001,341,-inf,-nan,inf
Explicit Euler,0.001,342,-inf,-nan,inf
Explicit Euler,0.001,343,-inf,-nan,inf
Explicit Euler,0.001,344,-inf,-nan,inf
Explicit Euler,0.001,345,-inf,-nan,inf
Explicit Euler,0.001,346,-inf,-nan,inf
Explicit Euler,0.001,347,-inf,-nan,inf
Explicit Euler,0.001,348,-inf,-nan,inf
Explicit Euler,0.001,349,-inf,-nan,inf
Explicit Euler,0.001,350,-inf,-nan,inf
Explicit Euler,0.001,351,-inf,-nan,inf
Explicit Euler,0.001,352,-inf,-nan,inf
Explicit Euler,0.001,353,-inf,-nan,inf
Explicit Euler,0.001,354,-inf,-nan,inf
Explicit Euler,0.001,355,-inf,-nan,inf
Explicit Euler,0.001,356,-inf,-nan,inf
Explicit Euler,0.001,357,-inf,-nan,inf
Explicit Euler,0.001,358,-inf,-nan,inf
Explicit Euler,0.001,359,-inf,-nan,inf
Explicit Euler,0.001,360,-inf,-nan,inf
Explicit Euler,0.001,361,-inf,-nan,inf
Explicit Euler,0.001,362,-inf,-nan,inf
Explicit Euler,0.001,363,-inf,-nan,inf
Explicit Euler,0.001,364,-inf,-nan,inf
Explicit Euler,0.001,365,-inf,-nan,inf
Explicit Euler,0.001,366,-inf,-nan,inf
Explicit Euler,0.001,367,-inf,-nan,inf
Explicit Euler,0.001,368,-inf,-nan,inf
Explicit Euler,0.001,369,-inf,-nan,inf
Explicit Euler,0.001,370,-inf,-nan,inf
Explicit Euler,0.001,371,-inf,-nan,inf
Explicit Euler,0.001,372,-inf,-nan,inf
Explicit Euler,0.001,373,-inf,-nan,inf
Explicit Euler,0.001,374,-inf,-nan,inf
Explicit Euler,0.001,375,-inf,-nan,inf
Explicit Euler,0.001,376,-inf,-nan,inf
Explicit Euler,0.001,377,-inf,-nan,inf
Explicit Euler,0.001,378,-inf,-nan,inf
Explicit Euler,0.001,379,-inf,-nan,inf
Explicit Euler,0.001,380,-inf,-nan,inf
Explicit Euler,0.001,381,-inf,-nan,inf
Explicit Euler,0.001,382,-inf,-nan,inf
Explicit Euler,0.001,383,-inf,-nan,inf
Explicit Euler,0.001,384,-inf,-nan,inf
Explicit Euler,0.001,385,-inf,-nan,inf
Explicit Euler,0.001,386,-inf,-nan,inf
Explicit Euler,0.001,387,-inf,-nan,inf
Explicit Euler,0.001,388,-inf,-nan,inf
Explicit Euler,0.001,389,-inf,-nan,inf
Explicit Euler,0.001,390,-inf,-nan,inf
Explicit Euler,0.001,391,-inf,-nan,inf
Explicit Euler,0.001,392,-inf,-nan,inf
Explicit Euler,0.001,393,-inf,-nan,inf
Explicit Euler,0.001,394,-inf,-nan,inf
Explicit Euler,0.001,395,-inf,-nan,inf
Explicit Euler,0.001,396,-inf,-nan,inf
Explicit Euler,0.001,397,-inf,-nan,inf
Explicit Euler,0.001,398,-inf,-nan,inf
Explicit Euler,0.001,399,-inf,-nan,inf
Explicit Euler,0.001,400,-inf,-nan,inf
Explicit Euler,0.001,401,-inf,-nan,inf
Explicit Euler,0.001,402,-inf,-nan,inf
Explicit Euler,0.001,403,-inf,-nan,inf
Explicit Euler,0.001,404,-inf,-nan,inf
Explicit Euler,0.001,405,-inf,-nan,inf
Explicit Euler,0.001,406,-inf,-nan,inf
Explicit Euler,0.001,407,-inf,-nan,inf
Explicit Euler,0.001,408,-inf,-nan,inf
Explicit Euler,0.001,409,-inf,-nan,inf
Explicit Euler,0.001,410,-inf,-nan,inf
Explicit Euler,0.001,411,-inf,-nan,inf
Explicit Euler,0.001,412,-inf,-nan,inf
Explicit Euler,0.001,413,-inf,-nan,inf
Explicit Euler,0.001,414,-inf,-nan,inf
Explicit Euler,0.001,415,-inf,-nan,inf
Explicit Euler,0.001,416,-inf,-nan,inf
Explicit Euler,0.001,417,-inf,-nan,inf
Explicit Euler,0.001,418,-inf,-nan,inf
Explicit Euler,0.001,419,-inf,-nan,inf
Explicit Euler,0.001,420,-inf,-nan,inf
Explicit Euler,0.001,421,-inf,-nan,inf
Explicit Euler,0.001,422,-inf,-nan,inf
Explicit Euler,0.001,423,-inf,-nan,inf
Explicit Euler,0.001,424,-inf,-nan,inf
Explicit Euler,0.001,425,-inf,-nan,inf
Explicit Euler,0.001,426,-inf,-nan,inf
Explicit Euler,0.001,427,-inf,-nan,inf
Explicit Euler,0.001,428,-inf,-nan,inf
Explicit Euler,0.001,429,-inf,-nan,inf
Explicit Euler,0.001,430,-inf,-nan,inf
Explicit Euler,0.001,431,-inf,-nan,inf
Explicit Euler,0.001,432,-inf,-nan,inf
Explicit Euler,0.001,433,-inf,-nan,inf
Explicit Euler,0.001,434,-inf,-nan,inf
Explicit Euler,0.001,435,-inf,-nan,inf
Explicit Euler,0.001,436,-inf,-nan,inf
Explicit Euler,0.001,437,-inf,-nan,inf
Explicit Euler,0.001,438,-inf,-nan,inf
Explicit Euler,0.001,439,-inf,-nan,inf
Explicit Euler,0.001,440,-inf,-nan,inf
Explicit Euler,0.001,441,-inf,-nan,inf
Explicit Euler,0.001,442,-inf,-nan,inf
Explicit Euler,0.001,443,-inf,-nan,inf
Explicit Euler,0.001,444,-inf,-nan,inf
Explicit Euler,0.001,445,-inf,-nan,inf
Explicit Euler,0.001,446,-inf,-nan,inf
Explicit Euler,0.001,447,-inf,-nan,inf
Explicit Euler,0.001,448,-inf,-nan,inf
Explicit Euler,0.001,449,-inf,-nan,inf
Explicit Euler,0.001,450,-inf,-nan,inf
Explicit Euler,0.001,451,-inf,-nan,inf
Explicit Euler,0.001,452,-inf,-nan,inf
Explicit Euler,0.001,453,-inf,-nan,inf
Explicit Euler,0.001,454,-inf,-nan,inf
Explicit Euler,0.001,455,-inf,-nan,inf
Explicit Euler,0.001,456,-inf,-nan,inf
Explicit Euler,0.001,457,-inf,-nan,inf
Explicit Euler,0.001,458,-inf,-nan,inf
Explicit Euler,0.001,459,-inf,-nan,inf
Explicit Euler,0.001,460,-inf,-nan,inf
Explicit Euler,0.001,461,-inf,-nan,inf
Explicit Euler,0.001,462,-inf,-nan,inf
Explicit Euler,0.001,463,-inf,-nan,inf
Explicit Euler,0.001,464,-inf,-nan,inf
Explicit Euler,0.001,465,-inf,-nan,inf
Explicit Euler,0.001,466,-inf,-nan,inf
Explicit Euler,0.001,467,-inf,-nan,inf
Explicit Euler,0.001,468,-inf,-nan,inf
Explicit Euler,0.001,469,-inf,-nan,inf
Explicit Euler,0.001,470,-inf,-nan,inf
Explicit Euler,0.001,471,-inf,-nan,inf
Explicit Euler,0.001,472,-inf,-nan,inf
Explicit Euler,0.001,473,-inf,-nan,inf
Explicit Euler,0.001,474,-inf,-nan,inf
Explicit Euler,0.001,475,-inf,-nan,inf
Explicit Euler,0.001,476,-inf,-nan,inf
Explicit Euler,0.001,477,-inf,-nan,inf
Explicit Euler,0.001,478,-inf,-nan,inf
Explicit Euler,0.001,479,-inf,-nan,inf
Explicit Euler,0.001,480,-inf,-nan,inf
Explicit Euler,0.001,481,-inf,-nan,inf
Explicit Euler,0.001,482,-inf,-nan,inf
Explicit Euler,0.001,483,-inf,-nan,inf
Explicit Euler,0.001,484,-inf,-nan,inf
Explicit Euler,0.001,485,-inf,-nan,inf
Explicit Euler,0.001,486,-inf,-nan,inf
Explicit Euler,0.001,487,-inf,-nan,inf
Explicit Euler,0.001,488,-inf,-nan,inf
Explicit Euler,0.001,489,-inf,-nan,inf
Explicit Euler,0.001,490,-inf,-nan,inf
Explicit Euler,0.001,491,-inf,-nan,inf
Explicit Euler,0.001,492,-inf,-nan,inf
Explicit Euler,0.001,493,-inf,-nan,inf
Explicit Euler,0.001,494,-inf,-nan,inf
Explicit Euler,0.001,495,-inf,-nan,inf
Explicit Euler,0.001,496,-inf,-nan,inf
Explicit Euler,0.001,497,-inf,-nan,inf
Explicit Euler,0.001,498,-inf,-nan,inf
Explicit Euler,0.001,499,-inf,-nan,inf
Explicit Euler,0.001,500,-inf,-nan,inf
Explicit Euler,0.001,501,-inf,-nan,inf
Explicit Euler,0.001,502,-inf,-nan,inf
Explicit Euler,0.001,503,-inf,-nan,inf
Explicit Euler,0.001,504,-inf,-nan,inf
Explicit Euler,0.001,505,-inf,-nan,inf
Explicit Euler,0.001,506,-inf,-nan,inf
Explicit Euler,0.001,507,-inf,-nan,inf
Explicit Euler,0.001,508,-inf,-nan,inf
Explicit Euler,0.001,509,-inf,-nan,inf
Explicit Euler,0.001,510,-inf,-nan,inf
Explicit Euler,0.001,511,-inf,-nan,inf
Explicit Euler,0.001,512,-inf,-nan,inf
Explicit Euler,0.001,513,-inf,-nan,inf
Explicit Euler,0.001,514,-inf,-nan,inf
Explicit Euler,0.001,515,-inf,-nan,inf
Explicit Euler,0.001,516,-inf,-nan,inf
Explicit Euler,0.001,517,-inf,-nan,inf
Explicit Euler,0.001,518,-inf,-nan,inf
Explicit Euler,0.001,519,-inf,-nan,inf
Explicit Euler,0.001,520,-inf,-nan,inf
Explicit Euler,0.001,521,-inf,-nan,inf
Explicit Euler,0.001,522,-inf,-nan,inf
Explicit Euler,0.001,523,-inf,-nan,inf
Explicit Euler,0.001,524,-inf,-nan,inf
Explicit Euler,0.001,525,-inf,-nan,inf
Explicit Euler,0.001,526,-inf,-nan,inf
Explicit Euler,0.001,527,-inf,-nan,inf
Explicit Euler,0.001,528,-inf,-nan,inf
Explicit Euler,0.001,529,-inf,-nan,inf
Explicit Euler,0.001,530,-inf,-nan,inf
Explicit Euler,0.001,531,-inf,-nan,inf
Explicit Euler,0.001,532,-inf,-nan,inf
Explicit Euler,0.001,533,-inf,-nan,inf
Explicit Euler,0.001,534,-inf,-nan,inf
Explicit Euler,0.001,535,-inf,-nan,inf
Explicit Euler,0.001,536,-inf,-nan,inf
Explicit Euler,0.001,537,-inf,-nan,inf
Explicit Euler,0.001,538,-inf,-nan,inf
Explicit Euler,0.001,539,-inf,-nan,inf
Explicit Euler,0.001,540,-inf,-nan,inf
Explicit Euler,0.001,541,-inf,-nan,inf
Explicit Euler,0.001,542,-inf,-nan,inf
Explicit Euler,0.001,543,-inf,-nan,inf
Explicit Euler,0.001,544,-inf,-nan,inf
Explicit Euler,0.001,545,-inf,-nan,inf
Explicit Euler,0.001,546,-inf,-nan,inf
Explicit Euler,0.001,547,-inf,-nan,inf
Explicit Euler,0.001,548,-inf,-nan,inf
Explicit Euler,0.001,549,-inf,-nan,inf
Explicit Euler,0.001,550,-inf,-nan,inf
Explicit Euler,0.001,551,-inf,-nan,inf
Explicit Euler,0.001,552,-inf,-nan,inf
Explicit Euler,0.001,553,-inf,-nan,inf
Explicit Euler,0.001,554,-inf,-nan,inf
Explicit Euler,0.001,555,-inf,-nan,inf
Explicit Euler,0.001,556,-inf,-nan,inf
Explicit Euler,0.001,557,-inf,-nan,inf
Explicit Euler,0.001,558,-inf,-nan,inf
Explicit Euler,0.001,559,-inf,-nan,inf
