t numerical exact
0 10 10
0.05 6.40989 6.41001
0.1 4.21561 4.21575
0.15 2.86875 2.86888
0.2 2.03665 2.03675
0.25 1.51749 1.51757
0.3 1.18885 1.1889
0.35 0.976424 0.976465
0.4 0.835133 0.835161
0.45 0.73759 0.737609
0.5 0.667159 0.667172
0.55 0.613722 0.613731
0.6 0.571115 0.57112
0.65 0.535573 0.535577
0.7 0.50479 0.504792
0.75 0.477343 0.477344
0.8 0.452347 0.452348
