t numerical exact
0 10 10
0.05 5.45 6.41001
0.1 3.15305 4.21575
0.15 1.9837 2.86888
0.2 1.37917 2.03675
0.25 1.05801 1.51757
0.3 0.879467 1.1889
0.35 0.773102 0.976465
0.4 0.703661 0.835161
0.45 0.653474 0.737609
0.5 0.61367 0.667172
0.55 0.579774 0.613731
0.6 0.549514 0.57112
0.65 0.521722 0.535577
0.7 0.495782 0.504792
0.75 0.471354 0.477344
0.8 0.448242 0.452348
