t numerical exact
0 10 10
0.05 6.57639 6.41001
0.1 4.42071 4.21575
0.15 3.05828 2.86888
0.2 2.19235 2.03675
0.25 1.63744 1.51757
0.3 1.27759 1.1889
0.35 1.04029 0.976465
0.4 0.880185 0.835161
0.45 0.768901 0.737609
0.5 0.688678 0.667172
0.55 0.628389 0.613731
0.6 0.581054 0.57112
0.65 0.542285 0.535577
0.7 0.509318 0.504792
0.75 0.480404 0.477344
0.8 0.454428 0.452348
