t numerical exact
0 10 10
0.05 6.95204 6.41001
0.1 4.90614 4.21575
0.15 3.52897 2.86888
0.2 2.59827 2.03675
0.25 1.96582 1.51757
0.3 1.53279 1.1889
0.35 1.23327 0.976465
0.4 1.02327 0.835161
0.45 0.873471 0.737609
0.5 0.764273 0.667172
0.55 0.682601 0.613731
0.6 0.619711 0.57112
0.65 0.569754 0.535577
0.7 0.528812 0.504792
0.75 0.494251 0.477344
0.8 0.464299 0.452348
