t numerical exact
0 10 10
0.05 6.20102 6.41001
0.1 3.96701 4.21575
0.15 2.64679 2.86888
0.2 1.86043 2.03675
0.25 1.38628 1.51757
0.3 1.09502 1.1889
0.35 0.911148 0.976465
0.4 0.790606 0.835161
0.45 0.707653 0.737609
0.5 0.647244 0.667172
0.55 0.600571 0.613731
0.6 0.562468 0.57112
0.65 0.529896 0.535577
0.7 0.501054 0.504792
0.75 0.474868 0.477344
0.8 0.450688 0.452348
